"Plot Title: 21504858"
40.807437,-77.874813
"#","Date","Time, GMT-04:00","Temp, °C (LGR S/N: 21504858, SEN S/N: 21504858)","Intensity, Lux (LGR S/N: 21504858, SEN S/N: 21504858)","Host Connected (LGR S/N: 21504858)","Coupler Attached (LGR S/N: 21504858)","Stopped (LGR S/N: 21504858)","End Of File (LGR S/N: 21504858)"
67,10/01/22,05:30:00.0,8.978,0.0,,,,
68,10/01/22,05:35:00.0,8.978,0.0,,,,
69,10/01/22,05:40:00.0,8.978,0.0,,,,
70,10/01/22,05:45:00.0,8.978,0.0,,,,
71,10/01/22,05:50:00.0,8.978,0.0,,,,
72,10/01/22,05:55:00.0,8.978,0.0,,,,
73,10/01/22,06:00:00.0,8.978,0.0,,,,
74,10/01/22,06:05:00.0,9.077,0.0,,,,
75,10/01/22,06:10:00.0,8.978,0.0,,,,
76,10/01/22,06:15:00.0,8.978,0.0,,,,
77,10/01/22,06:20:00.0,8.978,0.0,,,,
78,10/01/22,06:25:00.0,9.077,0.0,,,,
79,10/01/22,06:30:00.0,8.978,0.0,,,,
80,10/01/22,06:35:00.0,8.978,0.0,,,,
81,10/01/22,06:40:00.0,8.978,0.0,,,,
82,10/01/22,06:45:00.0,8.978,0.0,,,,
83,10/01/22,06:50:00.0,8.978,0.0,,,,
84,10/01/22,06:55:00.0,8.879,0.0,,,,
85,10/01/22,07:00:00.0,8.978,0.0,,,,
86,10/01/22,07:05:00.0,8.978,0.0,,,,
87,10/01/22,07:10:00.0,8.978,10.8,,,,
88,10/01/22,07:15:00.0,8.978,32.3,,,,
89,10/01/22,07:20:00.0,8.978,43.1,,,,
90,10/01/22,07:25:00.0,8.879,75.3,,,,
91,10/01/22,07:30:00.0,8.879,118.4,,,,
92,10/01/22,07:35:00.0,8.978,161.5,,,,
93,10/01/22,07:40:00.0,8.978,172.2,,,,
94,10/01/22,07:45:00.0,8.978,172.2,,,,
95,10/01/22,07:50:00.0,9.077,183.0,,,,
96,10/01/22,07:55:00.0,9.077,204.5,,,,
97,10/01/22,08:00:00.0,9.077,236.8,,,,
98,10/01/22,08:05:00.0,9.176,312.2,,,,
99,10/01/22,08:10:00.0,9.176,527.4,,,,
100,10/01/22,08:15:00.0,9.275,828.8,,,,
101,10/01/22,08:20:00.0,9.275,1011.8,,,,
102,10/01/22,08:25:00.0,9.472,1463.9,,,,
103,10/01/22,08:30:00.0,9.571,1808.3,,,,
104,10/01/22,08:35:00.0,9.768,1980.6,,,,
105,10/01/22,08:40:00.0,9.866,2152.8,,,,
106,10/01/22,08:45:00.0,9.866,1980.6,,,,
107,10/01/22,08:50:00.0,9.866,1722.2,,,,
108,10/01/22,08:55:00.0,9.965,1636.1,,,,
109,10/01/22,09:00:00.0,9.965,1227.1,,,,
110,10/01/22,09:05:00.0,9.965,1324.0,,,,
111,10/01/22,09:10:00.0,9.965,1550.0,,,,
112,10/01/22,09:15:00.0,10.063,2152.8,,,,
113,10/01/22,09:20:00.0,10.063,1894.5,,,,
114,10/01/22,09:25:00.0,10.161,1636.1,,,,
115,10/01/22,09:30:00.0,10.259,2325.0,,,,
116,10/01/22,09:35:00.0,10.455,2152.8,,,,
117,10/01/22,09:40:00.0,10.553,2066.7,,,,
118,10/01/22,09:45:00.0,10.553,2066.7,,,,
119,10/01/22,09:50:00.0,10.553,2583.4,,,,
120,10/01/22,09:55:00.0,10.651,2411.1,,,,
121,10/01/22,10:00:00.0,10.846,2497.2,,,,
122,10/01/22,10:05:00.0,10.944,2927.8,,,,
123,10/01/22,10:10:00.0,11.041,3272.2,,,,
124,10/01/22,10:15:00.0,10.944,3444.5,,,,
125,10/01/22,10:20:00.0,11.041,4133.4,,,,
126,10/01/22,10:25:00.0,11.236,3788.9,,,,
127,10/01/22,10:30:00.0,11.334,4822.3,,,,
128,10/01/22,10:35:00.0,11.528,4650.0,,,,
129,10/01/22,10:40:00.0,11.722,5338.9,,,,
130,10/01/22,10:45:00.0,11.819,3100.0,,,,
131,10/01/22,10:50:00.0,11.722,2755.6,,,,
132,10/01/22,10:55:00.0,11.625,3788.9,,,,
133,10/01/22,11:00:00.0,11.819,3788.9,,,,
134,10/01/22,11:05:00.0,11.916,3788.9,,,,
135,10/01/22,11:10:00.0,12.013,5338.9,,,,
136,10/01/22,11:15:00.0,12.110,3961.1,,,,
137,10/01/22,11:20:00.0,12.207,3100.0,,,,
138,10/01/22,11:25:00.0,12.110,2669.5,,,,
139,10/01/22,11:30:00.0,12.013,2325.0,,,,
140,10/01/22,11:35:00.0,11.916,2755.6,,,,
141,10/01/22,11:40:00.0,12.013,3444.5,,,,
142,10/01/22,11:45:00.0,12.304,3616.7,,,,
143,10/01/22,11:50:00.0,12.497,4133.4,,,,
144,10/01/22,11:55:00.0,12.594,4133.4,,,,
145,10/01/22,12:00:00.0,12.594,3616.7,,,,
146,10/01/22,12:05:00.0,12.497,2755.6,,,,
147,10/01/22,12:10:00.0,12.497,3100.0,,,,
148,10/01/22,12:15:00.0,12.497,2152.8,,,,
149,10/01/22,12:20:00.0,12.401,2066.7,,,,
150,10/01/22,12:25:00.0,12.497,3272.2,,,,
151,10/01/22,12:30:00.0,12.690,2927.8,,,,
152,10/01/22,12:35:00.0,12.690,2497.2,,,,
153,10/01/22,12:40:00.0,12.690,2066.7,,,,
154,10/01/22,12:45:00.0,12.787,3100.0,,,,
155,10/01/22,12:50:00.0,12.980,1173.3,,,,
156,10/01/22,12:55:00.0,13.076,3100.0,,,,
157,10/01/22,13:00:00.0,13.076,2497.2,,,,
158,10/01/22,13:05:00.0,12.980,2325.0,,,,
159,10/01/22,13:10:00.0,13.173,2669.5,,,,
160,10/01/22,13:15:00.0,13.173,2927.8,,,,
161,10/01/22,13:20:00.0,13.173,2411.1,,,,
162,10/01/22,13:25:00.0,13.269,2066.7,,,,
163,10/01/22,13:30:00.0,13.269,2152.8,,,,
164,10/01/22,13:35:00.0,13.076,1463.9,,,,
165,10/01/22,13:40:00.0,13.173,968.8,,,,
166,10/01/22,13:45:00.0,13.076,1194.8,,,,
167,10/01/22,13:50:00.0,13.076,1980.6,,,,
168,10/01/22,13:55:00.0,12.787,2583.4,,,,
169,10/01/22,14:00:00.0,12.304,1259.4,,,,
170,10/01/22,14:05:00.0,11.916,1550.0,,,,
171,10/01/22,14:10:00.0,11.722,1184.0,,,,
172,10/01/22,14:15:00.0,11.625,710.4,,,,
173,10/01/22,14:20:00.0,11.625,505.9,,,,
174,10/01/22,14:25:00.0,11.528,312.2,,,,
175,10/01/22,14:30:00.0,11.334,269.1,,,,
176,10/01/22,14:35:00.0,10.651,376.7,,,,
177,10/01/22,14:40:00.0,10.553,559.7,,,,
178,10/01/22,14:45:00.0,10.553,398.3,,,,
179,10/01/22,14:50:00.0,10.455,495.1,,,,
180,10/01/22,14:55:00.0,10.553,613.5,,,,
181,10/01/22,15:00:00.0,10.553,818.1,,,,
182,10/01/22,15:05:00.0,10.651,678.1,,,,
183,10/01/22,15:10:00.0,10.651,850.4,,,,
184,10/01/22,15:15:00.0,10.553,1022.6,,,,
185,10/01/22,15:20:00.0,10.553,1044.1,,,,
186,10/01/22,15:25:00.0,10.455,979.5,,,,
187,10/01/22,15:30:00.0,10.455,1356.3,,,,
188,10/01/22,15:35:00.0,10.455,1248.6,,,,
189,10/01/22,15:40:00.0,10.455,1162.5,,,,
190,10/01/22,15:45:00.0,10.455,1065.6,,,,
191,10/01/22,15:50:00.0,10.357,904.2,,,,
192,10/01/22,15:55:00.0,10.357,667.4,,,,
193,10/01/22,16:00:00.0,10.455,581.3,,,,
194,10/01/22,16:05:00.0,10.455,721.2,,,,
195,10/01/22,16:10:00.0,10.455,753.5,,,,
196,10/01/22,16:15:00.0,10.455,688.9,,,,
197,10/01/22,16:20:00.0,10.553,688.9,,,,
198,10/01/22,16:25:00.0,10.553,570.5,,,,
199,10/01/22,16:30:00.0,10.553,581.3,,,,
200,10/01/22,16:35:00.0,10.553,505.9,,,,
201,10/01/22,16:40:00.0,10.553,333.7,,,,
202,10/01/22,16:45:00.0,10.651,419.8,,,,
203,10/01/22,16:50:00.0,10.651,409.0,,,,
204,10/01/22,16:55:00.0,10.651,387.5,,,,
205,10/01/22,17:00:00.0,10.748,333.7,,,,
206,10/01/22,17:05:00.0,10.748,279.9,,,,
207,10/01/22,17:10:00.0,10.748,226.0,,,,
208,10/01/22,17:15:00.0,10.748,226.0,,,,
209,10/01/22,17:20:00.0,10.846,226.0,,,,
210,10/01/22,17:25:00.0,10.846,247.6,,,,
211,10/01/22,17:30:00.0,10.846,279.9,,,,
212,10/01/22,17:35:00.0,10.944,204.5,,,,
213,10/01/22,17:40:00.0,10.944,129.2,,,,
214,10/01/22,17:45:00.0,10.944,64.6,,,,
215,10/01/22,17:50:00.0,10.944,75.3,,,,
216,10/01/22,17:55:00.0,10.944,64.6,,,,
217,10/01/22,18:00:00.0,10.944,64.6,,,,
218,10/01/22,18:05:00.0,10.944,64.6,,,,
219,10/01/22,18:10:00.0,10.944,53.8,,,,
220,10/01/22,18:15:00.0,10.944,43.1,,,,
221,10/01/22,18:20:00.0,10.944,43.1,,,,
222,10/01/22,18:25:00.0,11.041,32.3,,,,
223,10/01/22,18:30:00.0,11.041,21.5,,,,
224,10/01/22,18:35:00.0,11.041,10.8,,,,
225,10/01/22,18:40:00.0,11.041,0.0,,,,
226,10/01/22,18:45:00.0,11.041,0.0,,,,
227,10/01/22,18:50:00.0,11.041,0.0,,,,
228,10/01/22,18:55:00.0,10.944,0.0,,,,
229,10/01/22,19:00:00.0,10.944,0.0,,,,
230,10/01/22,19:05:00.0,11.041,0.0,,,,
231,10/01/22,19:10:00.0,11.041,0.0,,,,
232,10/01/22,19:15:00.0,11.041,0.0,,,,
233,10/01/22,19:20:00.0,11.041,0.0,,,,
234,10/01/22,19:25:00.0,11.041,0.0,,,,
235,10/01/22,19:30:00.0,11.041,0.0,,,,
236,10/01/22,19:35:00.0,11.041,0.0,,,,
237,10/01/22,19:40:00.0,11.041,0.0,,,,
238,10/01/22,19:45:00.0,11.041,0.0,,,,
239,10/01/22,19:50:00.0,11.041,0.0,,,,
240,10/01/22,19:55:00.0,11.041,0.0,,,,
241,10/01/22,20:00:00.0,11.041,0.0,,,,
242,10/01/22,20:05:00.0,11.041,0.0,,,,
243,10/01/22,20:10:00.0,11.041,0.0,,,,
244,10/01/22,20:15:00.0,11.041,0.0,,,,
245,10/01/22,20:20:00.0,11.139,0.0,,,,
246,10/01/22,20:25:00.0,11.139,0.0,,,,
247,10/01/22,20:30:00.0,11.139,0.0,,,,
248,10/01/22,20:35:00.0,11.139,0.0,,,,
249,10/01/22,20:40:00.0,11.139,0.0,,,,
250,10/01/22,20:45:00.0,11.139,0.0,,,,
251,10/01/22,20:50:00.0,11.236,0.0,,,,
252,10/01/22,20:55:00.0,11.236,0.0,,,,
253,10/01/22,21:00:00.0,11.236,0.0,,,,
254,10/01/22,21:05:00.0,11.236,0.0,,,,
255,10/01/22,21:10:00.0,11.236,0.0,,,,
256,10/01/22,21:15:00.0,11.236,0.0,,,,
257,10/01/22,21:20:00.0,11.236,0.0,,,,
258,10/01/22,21:25:00.0,11.236,0.0,,,,
259,10/01/22,21:30:00.0,11.236,0.0,,,,
260,10/01/22,21:35:00.0,11.236,0.0,,,,
261,10/01/22,21:40:00.0,11.236,0.0,,,,
262,10/01/22,21:45:00.0,11.236,0.0,,,,
263,10/01/22,21:50:00.0,11.236,0.0,,,,
264,10/01/22,21:55:00.0,11.236,0.0,,,,
265,10/01/22,22:00:00.0,11.236,0.0,,,,
266,10/01/22,22:05:00.0,11.236,0.0,,,,
267,10/01/22,22:10:00.0,11.139,0.0,,,,
268,10/01/22,22:15:00.0,11.139,0.0,,,,
269,10/01/22,22:20:00.0,11.139,0.0,,,,
270,10/01/22,22:25:00.0,11.139,0.0,,,,
271,10/01/22,22:30:00.0,11.139,0.0,,,,
272,10/01/22,22:35:00.0,11.041,0.0,,,,
273,10/01/22,22:40:00.0,11.041,0.0,,,,
274,10/01/22,22:45:00.0,11.041,0.0,,,,
275,10/01/22,22:50:00.0,11.041,0.0,,,,
276,10/01/22,22:55:00.0,11.041,0.0,,,,
277,10/01/22,23:00:00.0,11.041,0.0,,,,
278,10/01/22,23:05:00.0,11.041,0.0,,,,
279,10/01/22,23:10:00.0,11.041,0.0,,,,
280,10/01/22,23:15:00.0,11.041,0.0,,,,
281,10/01/22,23:20:00.0,11.041,0.0,,,,
282,10/01/22,23:25:00.0,11.041,0.0,,,,
283,10/01/22,23:30:00.0,11.041,0.0,,,,
284,10/01/22,23:35:00.0,10.944,0.0,,,,
285,10/01/22,23:40:00.0,10.944,0.0,,,,
286,10/01/22,23:45:00.0,10.944,0.0,,,,
287,10/01/22,23:50:00.0,10.846,0.0,,,,
288,10/01/22,23:55:00.0,10.846,0.0,,,,
289,10/02/22,00:00:00.0,10.846,0.0,,,,
290,10/02/22,00:05:00.0,10.748,0.0,,,,
291,10/02/22,00:10:00.0,10.748,0.0,,,,
292,10/02/22,00:15:00.0,10.748,0.0,,,,
293,10/02/22,00:20:00.0,10.748,0.0,,,,
294,10/02/22,00:25:00.0,10.748,0.0,,,,
295,10/02/22,00:30:00.0,10.748,0.0,,,,
296,10/02/22,00:35:00.0,10.748,0.0,,,,
297,10/02/22,00:40:00.0,10.651,0.0,,,,
298,10/02/22,00:45:00.0,10.651,0.0,,,,
299,10/02/22,00:50:00.0,10.651,0.0,,,,
300,10/02/22,00:55:00.0,10.651,0.0,,,,
301,10/02/22,01:00:00.0,10.651,0.0,,,,
302,10/02/22,01:05:00.0,10.651,0.0,,,,
303,10/02/22,01:10:00.0,10.651,0.0,,,,
304,10/02/22,01:15:00.0,10.651,0.0,,,,
305,10/02/22,01:20:00.0,10.651,0.0,,,,
306,10/02/22,01:25:00.0,10.651,0.0,,,,
307,10/02/22,01:30:00.0,10.553,0.0,,,,
308,10/02/22,01:35:00.0,10.553,0.0,,,,
309,10/02/22,01:40:00.0,10.553,0.0,,,,
310,10/02/22,01:45:00.0,10.553,0.0,,,,
311,10/02/22,01:50:00.0,10.553,0.0,,,,
312,10/02/22,01:55:00.0,10.553,0.0,,,,
313,10/02/22,02:00:00.0,10.553,0.0,,,,
314,10/02/22,02:05:00.0,10.553,0.0,,,,
315,10/02/22,02:10:00.0,10.553,0.0,,,,
316,10/02/22,02:15:00.0,10.553,0.0,,,,
317,10/02/22,02:20:00.0,10.553,0.0,,,,
318,10/02/22,02:25:00.0,10.553,0.0,,,,
319,10/02/22,02:30:00.0,10.651,0.0,,,,
320,10/02/22,02:35:00.0,10.651,0.0,,,,
321,10/02/22,02:40:00.0,10.651,0.0,,,,
322,10/02/22,02:45:00.0,10.651,0.0,,,,
323,10/02/22,02:50:00.0,10.651,0.0,,,,
324,10/02/22,02:55:00.0,10.651,0.0,,,,
325,10/02/22,03:00:00.0,10.651,0.0,,,,
326,10/02/22,03:05:00.0,10.651,0.0,,,,
327,10/02/22,03:10:00.0,10.651,0.0,,,,
328,10/02/22,03:15:00.0,10.651,0.0,,,,
329,10/02/22,03:20:00.0,10.651,0.0,,,,
330,10/02/22,03:25:00.0,10.651,0.0,,,,
331,10/02/22,03:30:00.0,10.651,0.0,,,,
332,10/02/22,03:35:00.0,10.651,0.0,,,,
333,10/02/22,03:40:00.0,10.748,0.0,,,,
334,10/02/22,03:45:00.0,10.748,0.0,,,,
335,10/02/22,03:50:00.0,10.651,0.0,,,,
336,10/02/22,03:55:00.0,10.748,0.0,,,,
337,10/02/22,04:00:00.0,10.748,0.0,,,,
338,10/02/22,04:05:00.0,10.748,0.0,,,,
339,10/02/22,04:10:00.0,10.748,0.0,,,,
340,10/02/22,04:15:00.0,10.748,0.0,,,,
341,10/02/22,04:20:00.0,10.748,0.0,,,,
342,10/02/22,04:25:00.0,10.748,0.0,,,,
343,10/02/22,04:30:00.0,10.748,0.0,,,,
344,10/02/22,04:35:00.0,10.748,0.0,,,,
345,10/02/22,04:40:00.0,10.651,0.0,,,,
346,10/02/22,04:45:00.0,10.651,0.0,,,,
347,10/02/22,04:50:00.0,10.651,0.0,,,,
348,10/02/22,04:55:00.0,10.651,0.0,,,,
349,10/02/22,05:00:00.0,10.553,0.0,,,,
350,10/02/22,05:05:00.0,10.553,0.0,,,,
351,10/02/22,05:10:00.0,10.553,0.0,,,,
352,10/02/22,05:15:00.0,10.553,0.0,,,,
353,10/02/22,05:20:00.0,10.553,0.0,,,,
354,10/02/22,05:25:00.0,10.455,0.0,,,,
355,10/02/22,05:30:00.0,10.455,0.0,,,,
356,10/02/22,05:35:00.0,10.455,0.0,,,,
357,10/02/22,05:40:00.0,10.455,0.0,,,,
358,10/02/22,05:45:00.0,10.357,0.0,,,,
359,10/02/22,05:50:00.0,10.357,0.0,,,,
360,10/02/22,05:55:00.0,10.357,0.0,,,,
361,10/02/22,06:00:00.0,10.357,0.0,,,,
362,10/02/22,06:05:00.0,10.357,0.0,,,,
363,10/02/22,06:10:00.0,10.259,0.0,,,,
364,10/02/22,06:15:00.0,10.259,0.0,,,,
365,10/02/22,06:20:00.0,10.259,0.0,,,,
366,10/02/22,06:25:00.0,10.259,0.0,,,,
367,10/02/22,06:30:00.0,10.259,0.0,,,,
368,10/02/22,06:35:00.0,10.259,0.0,,,,
369,10/02/22,06:40:00.0,10.259,0.0,,,,
370,10/02/22,06:45:00.0,10.259,0.0,,,,
371,10/02/22,06:50:00.0,10.259,0.0,,,,
372,10/02/22,06:55:00.0,10.161,0.0,,,,
373,10/02/22,07:00:00.0,10.161,0.0,,,,
374,10/02/22,07:05:00.0,10.161,0.0,,,,
375,10/02/22,07:10:00.0,10.161,0.0,,,,
376,10/02/22,07:15:00.0,10.161,0.0,,,,
377,10/02/22,07:20:00.0,10.161,0.0,,,,
378,10/02/22,07:25:00.0,10.161,10.8,,,,
379,10/02/22,07:30:00.0,10.161,21.5,,,,
380,10/02/22,07:35:00.0,10.161,32.3,,,,
381,10/02/22,07:40:00.0,10.063,43.1,,,,
382,10/02/22,07:45:00.0,10.063,53.8,,,,
383,10/02/22,07:50:00.0,10.063,96.9,,,,
384,10/02/22,07:55:00.0,10.063,96.9,,,,
385,10/02/22,08:00:00.0,10.063,161.5,,,,
386,10/02/22,08:05:00.0,10.063,183.0,,,,
387,10/02/22,08:10:00.0,10.063,204.5,,,,
388,10/02/22,08:15:00.0,9.965,183.0,,,,
389,10/02/22,08:20:00.0,9.965,236.8,,,,
390,10/02/22,08:25:00.0,9.965,290.6,,,,
391,10/02/22,08:30:00.0,9.965,247.6,,,,
392,10/02/22,08:35:00.0,9.965,312.2,,,,
393,10/02/22,08:40:00.0,9.965,290.6,,,,
394,10/02/22,08:45:00.0,9.965,398.3,,,,
395,10/02/22,08:50:00.0,9.965,473.6,,,,
396,10/02/22,08:55:00.0,9.965,441.3,,,,
397,10/02/22,09:00:00.0,9.965,355.2,,,,
398,10/02/22,09:05:00.0,9.866,355.2,,,,
399,10/02/22,09:10:00.0,9.965,355.2,,,,
400,10/02/22,09:15:00.0,9.965,290.6,,,,
401,10/02/22,09:20:00.0,9.965,269.1,,,,
402,10/02/22,09:25:00.0,9.965,204.5,,,,
403,10/02/22,09:30:00.0,9.965,247.6,,,,
404,10/02/22,09:35:00.0,9.866,376.7,,,,
405,10/02/22,09:40:00.0,9.866,398.3,,,,
406,10/02/22,09:45:00.0,9.866,527.4,,,,
407,10/02/22,09:50:00.0,9.866,549.0,,,,
408,10/02/22,09:55:00.0,9.866,581.3,,,,
409,10/02/22,10:00:00.0,9.965,731.9,,,,
410,10/02/22,10:05:00.0,9.965,635.1,,,,
411,10/02/22,10:10:00.0,9.965,624.3,,,,
412,10/02/22,10:15:00.0,9.965,624.3,,,,
413,10/02/22,10:20:00.0,9.866,602.8,,,,
414,10/02/22,10:25:00.0,9.965,699.7,,,,
415,10/02/22,10:30:00.0,9.965,688.9,,,,
416,10/02/22,10:35:00.0,9.965,850.4,,,,
417,10/02/22,10:40:00.0,10.063,958.0,,,,
418,10/02/22,10:45:00.0,10.063,1033.3,,,,
419,10/02/22,10:50:00.0,10.063,1216.3,,,,
420,10/02/22,10:55:00.0,10.161,1377.8,,,,
421,10/02/22,11:00:00.0,10.161,1259.4,,,,
422,10/02/22,11:05:00.0,10.259,1130.2,,,,
423,10/02/22,11:10:00.0,10.357,1108.7,,,,
424,10/02/22,11:15:00.0,10.357,850.4,,,,
425,10/02/22,11:20:00.0,10.259,731.9,,,,
426,10/02/22,11:25:00.0,10.357,807.3,,,,
427,10/02/22,11:30:00.0,10.357,1550.0,,,,
428,10/02/22,11:35:00.0,10.357,1722.2,,,,
429,10/02/22,11:40:00.0,10.455,1808.3,,,,
430,10/02/22,11:45:00.0,10.553,1808.3,,,,
431,10/02/22,11:50:00.0,10.651,2238.9,,,,
432,10/02/22,11:55:00.0,10.748,2497.2,,,,
433,10/02/22,12:00:00.0,10.846,2583.4,,,,
434,10/02/22,12:05:00.0,10.944,2927.8,,,,
435,10/02/22,12:10:00.0,11.041,3272.2,,,,
436,10/02/22,12:15:00.0,11.139,3616.7,,,,
437,10/02/22,12:20:00.0,11.236,3961.1,,,,
438,10/02/22,12:25:00.0,11.334,3788.9,,,,
439,10/02/22,12:30:00.0,11.431,3100.0,,,,
440,10/02/22,12:35:00.0,11.431,2755.6,,,,
441,10/02/22,12:40:00.0,11.431,2927.8,,,,
442,10/02/22,12:45:00.0,11.431,2927.8,,,,
443,10/02/22,12:50:00.0,11.528,2755.6,,,,
444,10/02/22,12:55:00.0,11.528,2497.2,,,,
445,10/02/22,13:00:00.0,11.528,2669.5,,,,
446,10/02/22,13:05:00.0,11.528,3100.0,,,,
447,10/02/22,13:10:00.0,11.625,3100.0,,,,
448,10/02/22,13:15:00.0,11.625,2927.8,,,,
449,10/02/22,13:20:00.0,11.625,2927.8,,,,
450,10/02/22,13:25:00.0,11.625,2927.8,,,,
451,10/02/22,13:30:00.0,11.722,2497.2,,,,
452,10/02/22,13:35:00.0,11.722,3100.0,,,,
453,10/02/22,13:40:00.0,11.722,2755.6,,,,
454,10/02/22,13:45:00.0,11.722,2066.7,,,,
455,10/02/22,13:50:00.0,11.625,1722.2,,,,
456,10/02/22,13:55:00.0,11.625,2325.0,,,,
457,10/02/22,14:00:00.0,11.722,2669.5,,,,
458,10/02/22,14:05:00.0,11.722,2583.4,,,,
459,10/02/22,14:10:00.0,11.819,2927.8,,,,
460,10/02/22,14:15:00.0,11.819,2927.8,,,,
461,10/02/22,14:20:00.0,11.916,2755.6,,,,
462,10/02/22,14:25:00.0,11.916,2583.4,,,,
463,10/02/22,14:30:00.0,11.916,2497.2,,,,
464,10/02/22,14:35:00.0,11.916,2755.6,,,,
465,10/02/22,14:40:00.0,12.013,3100.0,,,,
466,10/02/22,14:45:00.0,12.110,3100.0,,,,
467,10/02/22,14:50:00.0,12.110,2927.8,,,,
468,10/02/22,14:55:00.0,12.207,2927.8,,,,
469,10/02/22,15:00:00.0,12.207,2927.8,,,,
470,10/02/22,15:05:00.0,12.304,2927.8,,,,
471,10/02/22,15:10:00.0,12.304,3100.0,,,,
472,10/02/22,15:15:00.0,12.401,2927.8,,,,
473,10/02/22,15:20:00.0,12.401,2927.8,,,,
474,10/02/22,15:25:00.0,12.497,2927.8,,,,
475,10/02/22,15:30:00.0,12.497,3100.0,,,,
476,10/02/22,15:35:00.0,12.594,3100.0,,,,
477,10/02/22,15:40:00.0,12.594,3272.2,,,,
478,10/02/22,15:45:00.0,12.690,3100.0,,,,
479,10/02/22,15:50:00.0,12.690,3616.7,,,,
480,10/02/22,15:55:00.0,12.787,3444.5,,,,
481,10/02/22,16:00:00.0,12.883,2755.6,,,,
